IssueID	ConversationURL	Label	Model
25357d2d	https://chat.openai.com/share/273d1ede-68f9-465f-b3b0-5feb762047bc	Ideation	GPT-4
242925de	https://chat.openai.com/share/27df000c-106f-4e10-b27c-fdf04a3910b3	Synthesis	GPT-3.5
22be65b2	https://chat.openai.com/share/40ace8a2-9e26-4611-b837-09475ea7c52d	Troubleshooting	GPT-4
21cac4ce	https://chat.openai.com/share/cd07ffba-a996-43bb-a26c-167090d9348f	Synthesis	GPT-3.5
20c7c1f2	https://chat.openai.com/share/9ffe8416-29b0-4652-8cba-d85689fe4e70	Ideation	GPT-3.5
20b42b93	https://chat.openai.com/share/c947b738-ee7d-419c-af90-bc84e90987da	Ideation	GPT-4
205140ca	https://chat.openai.com/share/3727054b-5519-4170-97fa-ba85ecae86ac	Synthesis	GPT-3.5
200fa3bb	https://chat.openai.com/share/a8ebdfcb-a0af-4db0-96ca-06e37ac25964	Understanding	GPT-4
1f890f7d	https://chat.openai.com/share/63b9f510-2ccc-4691-9e2b-3f45dfdd1f2d	Refractoring	GPT-4-GIZMO
1f2bfeb6	https://chat.openai.com/share/6805b199-a9e5-421d-bbd7-5f4b8b3c59bb	Understanding	GPT-4
1ded9b44	https://chat.openai.com/share/af3a11b8-5672-4f12-8982-151970872ce6	Troubleshooting	GPT-4
1d4f9f70	https://chat.openai.com/share/93ed3d48-2e8e-41da-8397-17bcc9b4672c	Troubleshooting	GPT-3.5
1aca4010	https://chat.openai.com/share/3b804a18-c795-41e6-8254-335e340e9347	Synthesis	GPT-3.5
1a6c3e0d	https://chat.openai.com/share/3c59d0ed-8861-4ee7-9d35-abe80b7f6b97	Ideation	GPT-4
1a63f50d	https://chat.openai.com/share/4a9044d5-32d5-486f-a585-b70d97ac6346	Troubleshooting	GPT-4
19d518e0	https://chat.openai.com/share/c148dafe-6660-44e3-8fc6-f1bfb3e7e03d	Refractoring	GPT-3.5
1844b69f	https://chat.openai.com/share/6d2cf27c-1323-4136-942b-81952b7b9380	Synthesis	GPT-3.5
17883abc	https://chat.openai.com/share/127078f3-fc60-415c-8c2e-4b583c36f695	Refractoring	GPT-3.5
161334c3	https://chat.openai.com/share/6471db26-d1aa-4e76-bd69-73206ba70ad4	Troubleshooting	GPT-4
1271c4fc	https://chat.openai.com/share/4c3df48f-27fe-493e-86ac-37124e975a13	Other	GPT-3.5
11aafa12	https://chat.openai.com/share/bdc7c9e5-7e50-452b-a697-5c0518dc3454	Other	GPT-4
10c8300c	https://chat.openai.com/share/51fe5b13-86a1-4ebe-809d-a71d7d284cab	Troubleshooting	GPT-3.5
1028cdb9	https://chat.openai.com/share/e21a8cb8-e8ad-415e-96d6-d2bf9629e052	Ideation	GPT-3.5
1003c9be	https://chat.openai.com/share/95f63b24-fbfb-4a3c-a179-dd74740658ac	Understanding	GPT-4
0fd40ff7	https://chat.openai.com/share/27e5de99-faf3-4e4d-8a4a-0432961d8587	Ideation	GPT-4
0c008807	https://chat.openai.com/share/597dc52e-97d9-4af1-a6a1-861b38675a16	Synthesis	GPT-4-CODE-INTERPRETER
0b9360ca	https://chat.openai.com/share/f30dd8ca-ef1b-4722-a019-d6b866669db1	Ideation	GPT-4
0b1c33d8	https://chat.openai.com/share/b9873d04-5978-489f-8c6b-4b948db7724d	Troubleshooting	GPT-4-CODE-INTERPRETER
0ab221dc	https://chat.openai.com/share/2126f678-76d2-464f-ada1-2d4d3d28b775	Troubleshooting	GPT-4
0aaa25d4	https://chat.openai.com/share/7089929a-32d3-4729-b1f6-40962f5c53c9	Other	GPT-4
0960c48f	https://chat.openai.com/share/5fbe07f4-446c-4f8d-8b42-a30763040c91	Ideation	GPT-3.5
09116d99	https://chat.openai.com/share/e47f1906-932a-485c-8aa3-321970cd7f4a	Synthesis	GPT-4-CODE-INTERPRETER
090634b0	https://chat.openai.com/share/0709fc72-0b64-4ce6-85f6-69690aab8618	Refractoring	GPT-4
089fc0ce	https://chat.openai.com/share/09e00c0d-b9eb-4ba2-ba52-bca3b1b21188	Refractoring	GPT-4O
06b55085	https://chat.openai.com/share/0b88a403-c1fb-480c-9807-f8bed0db5e93	Synthesis	GPT-4
0665a6af	https://chat.openai.com/share/0f7330fd-9663-43b0-9552-61dd2457bf1a	Synthesis	GPT-3.5
034f78a5	https://chat.openai.com/share/c3002890-b16a-4c54-9a27-24419e37fcde	Validation	GPT-4
02e07eda	https://chat.openai.com/share/30317463-1a6f-4354-8810-44cf36ef97ad	Refractoring	GPT-3.5
02bceeb9	https://chat.openai.com/share/23309695-b169-40f1-929a-0de38bbf29f3	Troubleshooting	GPT-3.5
02306fb6	https://chat.openai.com/share/8f2c3f01-02d2-4a19-88f5-15913964c136	Refractoring	GPT-3.5
00855d45	https://chat.openai.com/share/5957a1d5-b470-4d7d-9a95-c368f1841cca	Other	GPT-4
00754aba	https://chat.openai.com/share/6a69c8e7-29de-4b56-9ce2-211dc046fa5c	Validation	GPT-4
88616382	https://chat.openai.com/share/8fd70cd6-703c-4a9c-831c-5793f1c86632	Understanding	GPT-4
85967058	https://chat.openai.com/share/f24a3d0f-8b58-46c5-b65f-5a72a28d4027	Troubleshooting	GPT-4
77936714	https://chat.openai.com/share/720c1c30-6ee6-444b-b3b4-48eaec04bcd4	Synthesis	GPT-3.5
77323195	https://chat.openai.com/share/7c39121a-a5b0-46b8-b623-a95d78d71ef1	Troubleshooting	GPT-4-MOBILE
74845472	https://chat.openai.com/share/0455a2fe-1dd4-483b-86e5-b05e025ad485	Understanding	GPT-4
69730199	https://chat.openai.com/share/425a2879-ccfd-48f4-a359-8c39e073a256	Understanding	GPT-4-CODE-INTERPRETER
43561215	https://chat.openai.com/share/664b626d-8255-429b-8e0a-6390087affd0	Synthesis	GPT-4-CODE-INTERPRETER
7953356	    https://chat.openai.com/share/3cea18f6-7a03-4498-8e94-324f145eebb3	Ideation	GPT-3.5
51740c22	https://chat.openai.com/share/4d07bfe3-72fa-40ff-b476-d26d33cdacee	Ideation	GPT-3.5
4fb61396	https://chat.openai.com/share/e4dfc48b-7b4a-4dc4-881c-93505d5d52d6	Troubleshooting	GPT-3.5
4e80b36g	https://chat.openai.com/share/4a9bc421-35fb-4452-bf93-c8fea1e3c473	Ideation	GPT-4-BROWSING
4e4acbdh	https://chat.openai.com/share/661e5630-4f70-4c60-8c2c-bfbc9f622f0c	Refractoring	GPT-3.5
