Issue_URL,Conversation_ID,ConversationURL,PrimaryLanguage,Model,TokensOfPrompts,TokensOfAnswers,TokensDiff,Dev Sentiment Scores,GPT Sentiment Scores,Dev Sentiment Labels,GPT Sentiment Labels,Dev Sentiment EMA,GPT Sentiment EMA,Topic_ID,Topic_Name
https://api.github.com/repos/jabrena/playlist-generators/issues/4,a83e08f8,https://chat.openai.com/share/e169e9a7-40c5-46ab-8d3c-77b181585948,Java,GPT-3.5,29,1372,1343,"[-5.1372466259635985e-05, 4.960555816069245e-05]","[-5.8279678341932595e-05, -1.1091353371739388e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",1.5946216687249635e-05,-2.682079502847046e-05,22,Statistical Resistance and Value Analysis
https://api.github.com/repos/jabrena/playlist-generators/issues/4,c71d802f,https://chat.openai.com/share/b508ddd3-af83-4206-89fe-bb55b88ec212,Java,GPT-3.5,36,984,948,"[-1.3183314877096564e-05, 0.00013047113316133618, -6.4161577029153705e-06]","[-2.0451894670259207e-05, 0.0011066844745073467, -0.004813006191398017]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",2.611387571960222e-05,-0.0021349449507397,22,Statistical Resistance and Value Analysis
https://api.github.com/repos/NVlabs/Deep_Object_Pose/issues/313,e111d0b2,https://chat.openai.com/share/a9e30c79-f70a-456d-8e54-2ded88bacab0,Python,GPT-3.5,71,471,400,"[5.246690852800384e-05, 0.9996225592622068]","[0.009390413571964018, 0.999711232710979]","['Neutral', 'Positive']","['Neutral', 'Positive']",0.6664325284776472,0.6696042929979739,4,Vector Optimization
https://api.github.com/repos/nomic-ai/gpt4all/issues/1238,6c039180,https://chat.openai.com/share/196a1527-2929-4e59-bd06-c5d6a04d1ad0,C++,GPT-3.5,869,945,76,[-0.00013673219655174762],[-8.015126513782889e-05],['Neutral'],['Neutral'],-0.0001367321965517,-8.015126513782889e-05,11,Algorithms & Data Structures
https://api.github.com/repos/nomic-ai/gpt4all/issues/1238,01b6f4bb,https://chat.openai.com/share/499b0a9c-9323-4831-a3c9-7608bec46dd5,C++,GPT-3.5,1275,1097,-178,"[-0.0002519133486202918, -6.270672020036727e-05]","[-6.46433763904497e-05, 0.007717888584011234]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0001257755963403,0.0051237112638773,11,Algorithms & Data Structures
https://api.github.com/repos/simonw/asgi-proxy-lib/issues/5,12aa470e,https://chat.openai.com/share/3461da01-6e49-4324-9ece-cc2be1134f04,Python,GPT-4,367,4322,3955,"[-0.0001750527590047568, -3.948563971789554e-05, -0.0008194810834538657, -1.0994714102707803e-05, -5.1428592996671796e-05, -3.9657315937802196e-06, 6.373638461809605e-05, -4.4374864955898374e-05, -9.403751755598933e-05, -0.00010028375254478306]","[-0.000131539796711877, -0.0002475413784850389, -0.0004034038029203657, -0.00025183602701872587, -0.0004994256960344501, -0.00020265292550902814, -0.00013935491733718663, -0.0005458469022414647, 0.0005442230176413432, -0.0001704271780909039]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0001024011631286,-0.000142535796691,1,API Development and Management
https://api.github.com/repos/HiroIshida/snippets/issues/43,74331cbc,https://chat.openai.com/share/4cab6288-afd1-4bec-9aa5-da4232dfe0da,C++,GPT-4,39,770,731,[-0.0018339547968935221],[-0.001153014694864396],['Neutral'],['Neutral'],-0.0018339547968935,-0.0011530146948643,0,UNKNOWN
https://api.github.com/repos/aahnik/unison/issues/1,69d4870d,https://chat.openai.com/share/b9df6ce0-f2c9-4129-9f66-80dd303a7b32,Python,GPT-3.5,121,471,350,[-0.0003459448598732706],[-7.137371721910313e-05],['Neutral'],['Neutral'],-0.0003459448598732,-7.137371721910313e-05,5,Containerization and CI/CD Integration
https://api.github.com/repos/kamaradclimber/vigieau/issues/44,22b5911f,https://chat.openai.com/share/f4fe07ad-117f-4e2a-b1c5-802bf6d5dbe9,Python,GPT-3.5,4489,1620,-2869,"[-0.00034501801565056667, -0.000411991095461417]","[-0.003184559289366007, -0.0002829502191161737]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0003896667355244,-0.0012501532425327,12,Ad-hoc Dialogue
https://api.github.com/repos/prosthetichead/GarlicPress/issues/48,fa931d27,https://chat.openai.com/share/41d07169-97e1-41d0-b5d5-e88ca06438a2,C#,GPT-4,648,1511,863,"[-0.0010628570089465939, -7.8112498158589e-06, -0.0002968803673866205, 0.0018228883855044842, 0.08122301055118442]","[-5.024552228860557e-05, -8.453590999124572e-05, 0.0013603652550955303, 0.001531585046905093, 0.9996142191812396]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']",0.0272247223366759,0.333728353285955,28,Sensor & IOT
https://api.github.com/repos/hackforla/website/issues/5086,cdcf1846,https://chat.openai.com/share/53878509-f889-465c-ad9d-d38ea0e33611,JavaScript,GPT-4,1162,435,-727,[-0.00048029674871941097],[-0.0002677811498870142],['Neutral'],['Neutral'],-0.0004802967487194,-0.000267781149887,19,Package Management and Process Monitoring
https://api.github.com/repos/sleepyRias/BetterSteam/issues/76,2f1188ef,https://chat.openai.com/share/d2809bdd-7f19-4a03-9621-da1908e8e639,C#,GPT-3.5,40,1197,1157,"[-3.803520667133853e-05, 1.9514023733790964e-05]","[-6.0316480812616646e-05, 0.0008734808798180893]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",3.309469320811315e-07,0.0005622150929411,6,Node.js Ecosystem
https://api.github.com/repos/ECMaker/blog/issues/24,359d89e3,https://chat.openai.com/share/de7cc6c1-6346-4e55-9e1a-bcb2967e339e,TypeScript,GPT-3.5,177,1328,1151,"[-0.002473661421390716, -0.0009196904138661921, -0.0003883762110490352]","[-0.0018818558019120246, -0.0009257952042389661, -0.0008833316242089495]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0010425260643387,-0.0011435785636422,6,Node.js Ecosystem
https://api.github.com/repos/comfyanonymous/ComfyUI/issues/1115,539fd69b,https://chat.openai.com/share/f3d10693-c415-4a3c-8a22-62356c7a9bd7,Python,GPT-4-PLUGINS,28,648,620,[8.322612848132849e-05],[9.483396570431069e-05],['Neutral'],['Neutral'],8.322612848132849e-05,9.483396570431069e-05,26,GitHub Workflow
https://api.github.com/repos/Stivaros/blog/issues/426,7cfef36f,https://chat.openai.com/share/2cbabfc1-e69d-4e64-9639-9b65d50af23e,JavaScript,GPT-3.5,201,2205,2004,"[0.00012630351557163522, 3.799788100877777e-05, 0.9997211119625717, -0.00010804242629092187, 2.918428072007373e-05, 3.3248215913772583e-07, 0.9994680720556062, 0.9993938786501531]","[0.0010495302121853456, -4.872059798799455e-05, 0.00268732312542852, 0.00024494419631082565, 0.017454419459681958, 0.02436148725973908, 0.013484475020959508, 0.9996374714828562]","['Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Positive']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']",0.4580860544415179,0.2299404367837169,2,React Components
https://api.github.com/repos/mem0ai/mem0/issues/339,1ad11e9e,https://chat.openai.com/share/f372451b-1439-42ee-b5cb-a004e74030d0,Python,GPT-3.5,15,134,119,[6.211752770468593e-05],[0.005265275409328751],['Neutral'],['Neutral'],6.211752770468593e-05,0.0052652754093287,11,Algorithms & Data Structures
https://api.github.com/repos/FIT4002-TEAM9/Leaf/issues/41,10dc359f,https://chat.openai.com/share/4cccdd8c-6fdb-4507-b444-716d4d502482,TypeScript,GPT-4,45,545,500,"[-0.5764830591651844, 0.00013516566104954109]","[-0.00019192066974937916, 0.00013371758541325107]","['Negative', 'Neutral']","['Neutral', 'Neutral']",-0.1920709092810284,2.5171500359040977e-05,3,Server Communication
https://api.github.com/repos/ObjectVision/GeoDMS/issues/304,eecef35e,https://chat.openai.com/share/bd3abd5c-85d7-4a80-be52-90207efb3eac,C++,GPT-3.5,84,1712,1628,"[-5.034356581745669e-05, -9.45981009863317e-05, -1.4955490769352764e-05]","[-8.978199912235141e-05, -0.00013794773985864595, -0.00010138300422113389]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-4.371316208562348e-05,-0.0001076239368558,14,Form Handling
https://api.github.com/repos/neilenns/vatsim-plan-verifier/issues/149,bbc00662,https://chat.openai.com/share/cd39a2c9-720e-44b1-85db-2827435c7163,JavaScript,GPT-3.5,21,973,952,"[-4.0101549529936165e-05, -5.47623640159145e-05]","[-3.2566313166171312e-06, 8.716651063878089e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-4.987542585392172e-05,5.702546332031488e-05,5,Containerization and CI/CD Integration
https://api.github.com/repos/jojazpeitia/skinguessr/issues/11,5a147c5f,https://chat.openai.com/share/5b6ebc30-3efe-48ec-91ed-df2e2b0f597d,TypeScript,GPT-3.5,516,2873,2357,"[1.4821940567344427e-05, -0.0001924696407513693, -0.0003031237138202414, 0.9996810758457286, -2.3895954655017704e-05]","[-4.276521212887019e-05, 0.20017930079484358, -7.62481358833611e-05, 3.424402530072257e-05, 7.872746209613979e-05]","['Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",0.2220823960963537,0.0197849039415567,5,Containerization and CI/CD Integration
https://api.github.com/repos/neilenns/vatsim-plan-verifier/issues/135,c5e3ae31,https://chat.openai.com/share/2b0fd29d-9d28-4fe7-a039-ee3084803192,JavaScript,GPT-3.5,27,503,476,[-1.489240094088018e-05],[3.365082375239581e-05],['Neutral'],['Neutral'],-1.489240094088018e-05,3.365082375239581e-05,5,Containerization and CI/CD Integration
https://api.github.com/repos/jabrena/spring-boot-user-beans/issues/119,61a6fb9d,https://chat.openai.com/share/c537012c-2c1c-44a0-937d-3a870b2d3f52,Java,GPT-3.5,62,905,843,"[-8.095612429315224e-05, -0.0001378128472424578, -4.657801036955789e-05, -6.227203266462311e-05]","[-0.00022671677288599312, -0.00015992068802006543, -3.147646930301562e-05, -0.00015324378910008818]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-7.341910840477793e-05,-0.000140851270291,22,Statistical Resistance and Value Analysis
https://api.github.com/repos/neilenns/vatsim-plan-verifier/issues/173,cc57fe64,https://chat.openai.com/share/413a796f-1568-4443-9528-66754bb08d81,JavaScript,GPT-3.5,30,834,804,[5.679641617462039e-06],[0.8360692331916653],['Neutral'],['Positive'],5.679641617462039e-06,0.8360692331916653,5,Containerization and CI/CD Integration
https://api.github.com/repos/chitalian/gptask/issues/2,367e7595,https://chat.openai.com/share/902cd378-3ebc-4e35-99ed-e63c7150c6ad,Python,GPT-4,980,383,-597,[-0.00020305681391619146],[9.03331529116258e-05],['Neutral'],['Neutral'],-0.0002030568139161,9.03331529116258e-05,2,React Components
https://api.github.com/repos/bbelderbos/htmx-demo/issues/2,78963e09,https://chat.openai.com/share/c8c101fa-aaae-4953-ac4f-f81b66d88783,Python,GPT-3.5,340,1066,726,"[-6.745653081452474e-05, -8.669914677739143e-05, -0.0003582745193853043]","[-0.00011177473061252385, 0.00011787865514634177, 0.00040929653187049553]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0002176761790906,0.0002061742470687,23,General Text Analysis
https://api.github.com/repos/nbd-wtf/nostr-tools/issues/261,00ade9b6,https://chat.openai.com/share/15083d5c-839a-4255-bafa-093d8b99a8b4,TypeScript,GPT-4,275,223,-52,[-0.0008426461645285599],[-0.00011139646085212007],['Neutral'],['Neutral'],-0.0008426461645285,-0.0001113964608521,18,Interaction with GUI
https://api.github.com/repos/FahimMontasir/english-sphere/issues/48,10f64068,https://chat.openai.com/share/3b58ad55-add3-43ef-beda-29c2070caf02,TypeScript,GPT-3.5,22,778,756,[-0.00011234371777391061],[-0.00011191175872227177],['Neutral'],['Neutral'],-0.0001123437177739,-0.0001119117587222,1,API Development and Management
https://api.github.com/repos/joaogdfaero/CargoMatch/issues/15,4c4aa5d3,https://chat.openai.com/share/3d2bf516-5169-40c4-bc78-0c427eaf3aff,JavaScript,GPT-3.5,256,371,115,[-0.00023307870287680998],[-2.5366309273522347e-05],['Neutral'],['Neutral'],-0.0002330787028768,-2.5366309273522347e-05,1,API Development and Management
https://api.github.com/repos/Bgorson/giftology/issues/130,85d362a7,https://chat.openai.com/share/6baa68e3-5643-4773-8b21-c74ca50013a9,JavaScript,GPT-3.5,1569,2301,732,"[0.005170947784790769, 0.0003404550370760262, 0.00011486493895063177, 0.00015460325084859505, 0.9969716851774137, 0.00011486493895063177, 0.024754830534220673, 0.00011486493895063177, 0.31242590403417125]","[0.9958942738521728, 0.9996666080987779, 0.0008102657156996429, 2.2352891392074525e-05, 0.9996536594335339, 0.991220951123978, 0.00023395984317176044, 0.9922433890969842, 0.0019349156282260083]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Positive', 'Positive', 'Neutral', 'Neutral', 'Positive', 'Positive', 'Neutral', 'Positive', 'Neutral']",0.1482538352328276,0.5516248615811867,25,Image Presentation
https://api.github.com/repos/autowarefoundation/autoware-github-actions/issues/241,02b03b4f,https://chat.openai.com/share/10110835-5bbc-48b0-91b3-299c62290fcf,Python,GPT-4,128,948,820,"[-0.00019677256204886362, -1.6881698684301227e-05]","[-0.00010294970707036555, -0.0002155307083739899]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-7.684531980582203e-05,-0.0001780037079394,27,Blog Automation and Key Retrieval
https://api.github.com/repos/enoong/qupath-extension-neuror/issues/3,5f794827,https://chat.openai.com/share/855babea-021d-4307-85ce-be934ee9104f,Java,GPT-4-CODE-INTERPRETER,134,1626,1492,"[-8.34693928482011e-05, -7.052833097986877e-05]","[-0.0001935208565555513, -0.0002070510308840312]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-7.484201826931287e-05,-0.0002025409727745,22,Statistical Resistance and Value Analysis
https://api.github.com/repos/meltyyyyy/ICR-2023/issues/14,8895c26f,https://chat.openai.com/share/76d0393b-2e6c-48d1-a878-fbf91dc8b6e2,Python,GPT-4-CODE-INTERPRETER,424,4551,4127,"[-0.00016406655049649999, 0.0001285251637455076, 2.2597669158130884e-07, 2.609501825645566e-05, -1.474207965657115e-05, 4.45154873887077e-05]","[-0.0002372890230617486, -0.0002372890230617486, -0.0002372890230617486, -0.0002372890230617486, -5.286761006573215e-05, -5.286761006573215e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-7.409128604900283e-06,-0.0001469601677167,20,Python Backend Development
https://api.github.com/repos/gbif/ipt/issues/2061,2aa8fa01,https://chat.openai.com/share/1cd41752-1c51-4206-80f9-50dedea49318,Java,GPT-4,161,593,432,[3.980519250035286e-05],[-0.0002312372816959396],['Neutral'],['Neutral'],3.980519250035286e-05,-0.0002312372816959,19,Package Management and Process Monitoring
https://api.github.com/repos/AndyGrant/OpenBench/issues/149,9a409dd1,https://chat.openai.com/share/184ff4fa-49c5-40f6-9d6c-0a0b2d13971b,Python,GPT-3.5,31,429,398,[1.0801981261465698e-05],[-0.00010124051186721772],['Neutral'],['Neutral'],1.0801981261465698e-05,-0.0001012405118672,7,Text Styling and Page Layout
https://api.github.com/repos/Fredkiss3/gh-next/issues/14,ac2e3c4d,https://chat.openai.com/share/13bdb528-55f6-4aa5-a8c5-c919bdfeb689,TypeScript,GPT-4,138,1327,1189,"[-3.330244362587109e-05, -9.258912177756429e-05, -2.8266578738112003e-05, 4.069006536155939e-06]","[-0.00036544148315442726, -4.214467480778694e-05, -0.00010797827417263761, 2.0529405446723104e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-2.568253764184192e-05,-0.0001027072171564,10,Color Encoding and Pattern Design
https://api.github.com/repos/VOICEVOX/pyopenjtalk/issues/18,3f9ec061,https://chat.openai.com/share/08720d55-11d8-4274-94f4-5d35e3340614,Python,GPT-4-PLUGINS,30,365,335,[-0.0006778093229513615],[-0.002053432064712979],['Neutral'],['Neutral'],-0.0006778093229513,-0.0020534320647129,26,GitHub Workflow
https://api.github.com/repos/Elucidation/AirportMileageCalculator/issues/1,69ecaac3,https://chat.openai.com/share/0e575853-d732-4bde-87ac-5726b3ad0b37,JavaScript,GPT-4-CODE-INTERPRETER,399,2306,1907,"[-4.0005317714530975e-05, -5.111511563882232e-05, -0.35049008669739123, -0.0014811376822763123, -0.00011477496445877478, 0.064075560629135, -1.9871004042215645e-06, 0.9640500573150348, -1.615712244529277e-05, 0.0014501727346214466]","[0.0002853444457286969, -0.3019439298659563, -0.007633633038494736, -0.00637691532028839, -0.00637691532028839, 0.9995316211934551, 0.0003138550673611462, 8.100836566882208e-05, 0.9996644461352844, 0.00019034920842386782]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Positive', 'Neutral']",0.1070814135397715,0.2181339932856758,21,Testing Framework & Automation
https://api.github.com/repos/dobbelina/repository.dobbelina/issues/1133,0e655484,https://chat.openai.com/share/e47f1906-932a-485c-8aa3-321970cd7f4a,Python,GPT-4-CODE-INTERPRETER,114,670,556,"[-1.4363286027219146e-05, 0.0001209992406074889]","[0.0001089816796593368, 0.000305400368233677]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",7.587839839591955e-05,0.0002399274720422,10,Color Encoding and Pattern Design
https://api.github.com/repos/mprib/caliscope/issues/439,31442857,https://chat.openai.com/share/50c8e7f0-eec8-42a7-9289-188e8b1251fe,Python,GPT-4-CODE-INTERPRETER,276,1916,1640,"[0.0044748144937329926, 5.263234197627753e-05, 5.2168375987093896e-05, 3.3690244890749454e-05, -8.903385605663061e-06, 0.0002374885807512328]","[2.8079979529138654e-05, 2.8079979529138654e-05, 1.957459608092904e-05, 3.666378324851394e-05, 3.666378324851394e-05, 0.00020718228915939108]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",0.000912316477092,8.13695395743598e-05,21,Testing Framework & Automation
https://api.github.com/repos/VOICEVOX/voicevox/issues/1384,5bff2929,https://chat.openai.com/share/d8b56439-787f-4702-9e26-e16c323c3164,TypeScript,GPT-4-PLUGINS,338,563,225,[-0.00138805819733534],[-0.0021560796885751188],['Neutral'],['Neutral'],-0.0013880581973353,-0.0021560796885751,16,Environment Management & Package Installation
https://api.github.com/repos/CakeCrusher/openplugin/issues/15,4f4e187a,https://chat.openai.com/share/6c356c82-3607-4c92-8271-99144239b1ae,Python,GPT-4-PLUGINS,4567,5631,1064,"[-0.0001560493983561173, -0.002201068084104918, -0.0009074008776224218, -0.0002729637344600633, -0.0007640796320629306, 3.493187250569463e-05, -0.00016821497411001474, -5.7379380450583994e-05, -0.00022303622972685844, 0.00014157340046949685, -0.00037535510637098923, -0.00010298830602550879, -0.00011797811021097004, -6.544459029100835e-05]","[0.00010005923104472458, -0.9756903572269948, -0.8486177623854019, -0.0002315960664418526, 3.0114846595097333e-05, 0.00015060411533340812, 0.9917007575277239, -0.4665753162407782, -2.1897867554798722e-05, 0.9994667380160536, -0.6169784414814785, -2.939283149316907e-05, 1.9811777747236192e-05, -0.00010840834147529677]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Negative', 'Negative', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Positive', 'Negative', 'Neutral', 'Neutral', 'Neutral']",-0.0002179938189397,-0.0029740758292567,11,Algorithms & Data Structures
https://api.github.com/repos/OSRSB/OsrsBot/issues/301,aa03b022,https://chat.openai.com/share/633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b,Java,GPT-4,1005,1659,654,"[-0.0012341071633272804, -0.003394899256818462, 0.9153980906121433, -0.00013406370271695778]","[-0.00011461941903689876, -0.00016788815264590085, -0.0001275912654818967, -8.805539255263284e-05]","['Neutral', 'Neutral', 'Positive', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",0.218886483625567,-0.0001147777492296,0,UNKNOWN
https://api.github.com/repos/ubiquity/ubiquibot/issues/488,8165edd1,https://chat.openai.com/share/5bbdcd21-db31-4ead-b4d1-9e916d5e2cd7,TypeScript,GPT-3.5,206,825,619,"[2.175220288336277e-05, -0.0001132827892433852, -4.496918700169772e-05, -2.0557752577587962e-05, 7.3387345764786005e-06]","[0.0008952706339186989, 0.0003272847825428471, 0.9672223133093212, 0.2876023286371492, 0.7935086801880971]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Positive', 'Neutral', 'Positive']",-1.5675938576114952e-05,0.4719158845513852,11,Algorithms & Data Structures
https://api.github.com/repos/ubiquity/ubiquibot/issues/488,d7977b27,https://chat.openai.com/share/738e5b55-fbf2-412c-ac94-8ec586af5e62,TypeScript,GPT-4,474,180,-294,[6.655119796050712e-05],[0.010928695606708061],['Neutral'],['Neutral'],6.655119796050712e-05,0.010928695606708,7,Text Styling and Page Layout
https://api.github.com/repos/RavinProject/ProjetoRavin/issues/34,fd0f9441,https://chat.openai.com/share/2b55d53f-c2df-4f92-abf2-437cd3c7a0e6,Java,GPT-4,575,826,251,"[-0.0003926897479686886, -5.971161590423435e-05]","[-0.000214120140299201, -0.0003417053958401084]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0001707043265923,-0.0002991769773264,8,Repository Configuration and Authentication
https://api.github.com/repos/omegaui/linux-voice-control/issues/13,ae96bcea,https://chat.openai.com/share/c89a2b32-e45a-4134-9088-e28ba068f816,Python,GPT-4-PLUGINS,1801,3272,1471,"[0.0006853720115032047, 0.0006317195075098425, -0.0002072335009870585, 0.00020490486349444836, -5.993674858473241e-05, 0.0004834930587094277, 0.0005405245756264776, -0.983851253069588, -0.001178350725240307, -0.00030615387368015945, -0.0001894558226922527]","[0.002868421157472767, 0.0004628261012840085, 0.0004628261012840085, -0.00010785261110868305, -3.5325072531122714e-05, -0.00013271052011987194, 0.00012954497651662678, -0.00016370394587283954, -0.00015287616406567395, 0.0002940245976787992, -3.0268238333519548e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Negative', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0948984626728327,0.0004929993041186,11,Algorithms & Data Structures
https://api.github.com/repos/Theta-Limited/OpenAthenaAndroid/issues/91,d88423bb,https://chat.openai.com/share/f35a1b48-461c-4dd6-bd44-f19d0fdbe45c,Java,GPT-4-PLUGINS,387,3210,2823,"[-0.00022708316100761294, 9.425057214684784e-06, -0.0001724320973153226, -0.0004646511224564165, -5.8459394495002925e-05, -0.0002317753605893813, 0.9996212549667689]","[-0.0002143860692740418, -0.0002143860692740418, -0.00014337468019220978, -0.00019278038962511346, -0.00010840377217391506, 0.27738235879223794, -0.23099233672837727]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",0.2497511324164811,-0.0058366844761295,14,Form Handling
https://api.github.com/repos/DovieW/microbook-maker/issues/27,f695cd66,https://chat.openai.com/share/0b88a403-c1fb-480c-9807-f8bed0db5e93,TypeScript,GPT-4,34,1201,1167,"[-3.3713775337673724e-05, 2.3066342691890895e-05]","[-0.000254933831456583, 0.0013077656403766014]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",4.139636682036022e-06,0.0007868658164322,2,React Components
https://api.github.com/repos/DovieW/microbook-maker/issues/25,0d013bc5,https://chat.openai.com/share/94f3672b-962a-4714-b9a4-00f116239b6a,TypeScript,GPT-4,2076,1348,-728,"[-0.00021059125720057636, -3.821781137958169e-05]","[-5.918857641518116e-05, -1.9140301446896046e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-9.56756266532466e-05,-3.248972643632442e-05,1,API Development and Management
https://api.github.com/repos/jabrena/servlet-archaeology/issues/36,726b0b6b,https://chat.openai.com/share/2af9d1c2-c10d-4079-a589-cd196f3775f5,Java,GPT-3.5,158,541,383,[-0.00018640233611222357],[0.00010036153980763629],['Neutral'],['Neutral'],-0.0001864023361122,0.0001003615398076,22,Statistical Resistance and Value Analysis
https://api.github.com/repos/harupy/mlflow/issues/79,b67176f5,https://chat.openai.com/share/b2b3a55a-31a8-413f-af5f-4070b42710c5,Python,GPT-4-CODE-INTERPRETER,3184,457,-2727,[-0.00022188185539562255],[-9.997266897698864e-05],['Neutral'],['Neutral'],-0.0002218818553956,-9.997266897698864e-05,19,Package Management and Process Monitoring
https://api.github.com/repos/DovieW/microbook-maker/issues/24,4bfc0c83,https://chat.openai.com/share/32b4f3a4-811a-499f-ad21-dfd9599f9483,TypeScript,GPT-4,2320,1691,-629,"[-0.00021059125720057636, 0.991057652674499, -0.00025798508431762457]","[-3.8653168303426355e-05, 0.7868238104565535, 0.013836247831932269]","['Neutral', 'Positive', 'Neutral']","['Neutral', 'Positive', 'Neutral']",0.2475827728121657,0.2036144132380286,1,API Development and Management
https://api.github.com/repos/jabrena/servlet-archaeology/issues/34,5559b714,https://chat.openai.com/share/3bb77619-7d9b-4815-ad79-77f1c2be9ad0,Java,GPT-3.5,66,611,545,"[-0.00017615169053897262, -2.7830676117446274e-05]","[-5.29760291101411e-05, -0.00011491478653624654]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-7.727101425795506e-05,-9.426853406087804e-05,1,API Development and Management
https://api.github.com/repos/Xenon2k7/dlr23/issues/2,daf0c05c,https://chat.openai.com/share/cb1578c4-f538-46e4-9f75-f14dabfb6f39,JavaScript,GPT-4-PLUGINS,78,1892,1814,"[2.4724358809180558e-05, 0.00014567153993993998, 1.0337011190131307e-05]","[6.289403245318681e-05, 0.673182539670961, 0.9025616433063988]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Positive', 'Positive']",4.776748028234579e-05,0.6195921800790529,6,Node.js Ecosystem
https://api.github.com/repos/deep-foundation/js-docker-isolation-provider/issues/15,411a9a07,https://chat.openai.com/share/452fcec7-ae51-49ab-9e0e-b22bd9c0e059,TypeScript,GPT-4,188,810,622,"[-0.9994182979862671, -0.9994535909791011, -0.000108182335679885]","[-0.00022248029563343152, -0.00011808952694991603, 7.288386404979974e-05]","['Negative', 'Negative', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.499772063409182,-4.870052362093702e-05,3,Server Communication
