IssueID,ConversationURL,Label,Model,TokensOfPrompts,TokensOfAnswers,PrimaryLanguage,Dev Sentiment Scores,GPT Sentiment Scores,Dev Sentiment Labels,GPT Sentiment Labels,Dev Sentiment EMA,GPT Sentiment EMA
d36c114c,https://chat.openai.com/share/b5c15371-5bea-4b41-b3cd-5aa3e266d755,Validation,GPT-4-BROWSING,43,229,JavaScript,"[-8.357648766832426e-05, -3.3170021197292954e-05, -0.0010057897452497855, 0.0001361596368951723]","[0.00025777027622098103, 0.0002160094736609608, -0.0001863172437879257, 1.818298187572509e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0002097546884906,4.934079811209812e-05
d347153a,https://chat.openai.com/share/184ff4fa-49c5-40f6-9d6c-0a0b2d13971b,Validation,GPT-3.5,31,429,Python,[1.0801981261465698e-05],[-0.00010124051186721772],['Neutral'],['Neutral'],1.0801981261465698e-05,-0.0001012405118672
d31bb1b6,https://chat.openai.com/share/a7b5f884-6830-4e43-a363-2043a8c68957,Ideation,GPT-4,589,6062,C++,"[-1.5998302842490375e-05, 0.0023131924608605914, -6.311781180556864e-05, -7.916075264802203e-05, 7.561735401395708e-06, -6.948968075448647e-05, -5.8402139984536916e-05, -2.5111352442763746e-05, -4.746067861560732e-05]","[-6.584625225514174e-05, -8.907169103622437e-05, -0.00012566571967909113, 9.561117622070014e-05, -6.919306179042906e-05, -4.4688138586934656e-05, 1.1920725228264928e-05, -3.6603480111807585e-05, -6.948824739083648e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",5.835947189506146e-05,-4.357834878787399e-05
d2fd58e8,https://chat.openai.com/share/94837b28-e8d4-468a-9c93-d4d47028f027,Refractoring,GPT-4,258,1356,Python,"[-5.161328590475023e-05, -0.00023053975746734068, -0.00017232500977115706]","[0.015488392833503895, -7.861133053665981e-05, -0.00010728777124313638]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0001567007657286,0.0037988014901202
d2d41d15,https://chat.openai.com/share/e36d054d-0428-49da-9595-755da83ceb63,Validation,GPT-3.5,16,331,JavaScript,[-5.971069913357496e-05],[-0.0001320078590651974],['Neutral'],['Neutral'],-5.971069913357496e-05,-0.0001320078590651
cfd9be6a,https://chat.openai.com/share/02f8070b-e5a9-48fd-8e6c-c1f14717a33e,Synthesis,GPT-4-GIZMO,499,2208,Python,"[6.307702278718352e-06, -0.0014614534302381799, 0.9978157150908373, -0.24601312121376395, -5.528865585802123e-05, -0.6720412597496761, 0.18933413998456672, -0.0001396432053297758, 0.03092640044633299, 3.2034149626269937e-05, 0.9995689217175823]","[-0.0001274407550226897, -0.00036144225305179134, -8.058559615164995e-06, -0.9106635465868749, 0.031027143879327923, -0.0003011288135894574, 0.00017080023098969832, -0.00036063120933249593, -0.00016697320097591728, -0.002022633379965555, 0.06581269396701828]","['Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Negative', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']","['Neutral', 'Neutral', 'Neutral', 'Negative', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",0.1675544649385281,-0.0300316845766078
cde3eeb6,https://chat.openai.com/share/f295d118-0c57-4ced-a823-8cd832e71ba6,Understanding,GPT-4,206,1224,Java,"[-0.0003195362805854529, -0.0007898398180259392]","[-0.0009651995424064808, -0.0009651995424064808]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0006330719722124,-0.0009651995424064
cd4b78e0,https://chat.openai.com/share/ed17cd4e-d32a-4162-b400-a01877f026d1,Understanding,GPT-4-PLUGINS,27,1453,Python,[-5.184665496926755e-05],[-4.460845229914412e-05],['Neutral'],['Neutral'],-5.184665496926755e-05,-4.460845229914412e-05
cc8df1f5,https://chat.openai.com/share/1f311605-ce61-4b5b-b702-ba8c41e6833a,Understanding,GPT-4,19,316,Python,[-0.023081083119905088],[-0.0001480654755141586],['Neutral'],['Neutral'],-0.023081083119905,-0.0001480654755141
cb4e45ed,https://chat.openai.com/share/859d9889-f3bd-42a4-aa27-b28ab8fd2052,Synthesis,GPT-3.5,347,1920,JavaScript,"[-0.00020697475702036172, -0.00013494367885868996, -5.9249126934446394e-05]","[-0.00017216253036167473, -0.00016857785522006452, -0.00014131290663499385]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0001151041724369,-0.0001558415497129
ca31735b,https://chat.openai.com/share/892bd94c-076c-4a5d-9224-f7feeca3d794,Understanding,GPT-4,20,491,TypeScript,[-4.8380461521446705e-05],[-1.7575512174516916e-05],['Neutral'],['Neutral'],-4.838046152144671e-05,-1.7575512174516916e-05
c9fb965d,https://chat.openai.com/share/ec8cffec-b5b0-4f42-8618-34c7d39636d8,Understanding,GPT-4,156,749,TypeScript,"[0.06880840516532771, -2.7969508664682508e-05]","[0.0001838903481257148, 0.00011701106268446892]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",0.0229174887159994,0.0001393041578315
c8363e03,https://chat.openai.com/share/0e785865-621b-4fb3-ba05-7449e57c8496,Synthesis,GPT-4-CODE-INTERPRETER,495,1017,Python,"[1.7627447959966958e-05, -0.00023591388890054077, -0.0003707650539581664]","[-6.358917016768828e-05, 4.9801310524344444e-06, -7.178257510531694e-05]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0002399541372142,-5.054354733147193e-05
c7112fa3,https://chat.openai.com/share/5237c5e3-37aa-4adb-8110-0ae5b90f6b7c,Ideation,GPT-4,626,1442,JavaScript,"[0.00018484971224097535, -0.0002624560584081337]","[8.730065019335598e-05, -0.00010256038513034582]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0001133541348584,-3.927337335577855e-05
c5f9aa8f,https://chat.openai.com/share/52305262-66c1-4b11-92e0-b81694dae809,Ideation,GPT-3.5,34,359,Java,[2.9792208806611598e-06],[-1.9967657863162458e-05],['Neutral'],['Neutral'],2.97922088066116e-06,-1.996765786316245e-05
c203ce10,https://chat.openai.com/share/d048a71d-effe-4114-ba4a-6f296c550f40,Synthesis,GPT-4,132,1658,Python,"[-5.576190596912056e-05, -8.33368903840892e-05, -4.134482151130214e-05]","[-7.294291572179645e-05, -0.0001411429257132113, 0.0013260101259220392]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-5.544710984395351e-05,0.0006094836026022
beba23b7,https://chat.openai.com/share/98549886-db01-4c4c-8c9c-5c3bce26ea42,Understanding,GPT-3.5,56,274,JavaScript,[-4.7573892516084015e-05],[-1.4043995179235935e-05],['Neutral'],['Neutral'],-4.7573892516084015e-05,-1.4043995179235935e-05
be38aefa,https://chat.openai.com/share/e6d0fb78-665f-4fe0-ae8a-761f41cda357,Understanding,GPT-4-PLUGINS,80,1187,C#,"[-4.5963584852870554e-05, -2.197433786932379e-05]","[-0.00012913004320580512, -0.00012824413715861738]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-2.9970753530506048e-05,-0.0001285394391743
be0cdbb7,https://chat.openai.com/share/6f0a0a59-77cc-4314-acf6-f75daa0a2269,Ideation,GPT-4,72,1857,Python,"[1.205471926368773e-05, 3.0686656828038394e-05, 4.272405931260437e-05]","[-0.0002005459537031129, -2.9333532438613474e-05, -9.897958079818636e-05]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",3.2047373679233715e-05,-0.0001069596619345
be0248cd,https://chat.openai.com/share/a0ba1c0d-9146-4d22-8e7b-725666094dd5,Other,GPT-4,1541,941,Python,"[-0.0001928334604599513, -0.00013889880938222632]","[-0.00019874995632562786, -0.0001830456531024538]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0001568770264081,-0.0001882804208435
bd27e9d9,https://chat.openai.com/share/84e21033-a2fe-4330-b9c2-23feb9da71a2,Synthesis,GPT-3.5,72,256,TypeScript,[-4.048493428854272e-05],[9.146931552095339e-05],['Neutral'],['Neutral'],-4.048493428854272e-05,9.14693155209534e-05
bce5809a,https://chat.openai.com/share/f6a7e2ff-f905-4c6d-9c5f-20d64a149b49,Refractoring,GPT-3.5,145,161,Python,[-0.0003666065022116527],[0.011998409456282388],['Neutral'],['Neutral'],-0.0003666065022116,0.0119984094562823
bbe326a9,https://chat.openai.com/share/d24a4ab2-776a-4047-bf31-be298af2a707,Understanding,GPT-4,12,389,C++,[-9.647524711908773e-05],[-2.6956367946695536e-05],['Neutral'],['Neutral'],-9.647524711908773e-05,-2.6956367946695536e-05
bb79aee8,https://chat.openai.com/share/21cb08d6-527b-43d6-9d8b-d38cd759846d,Troubleshooting,GPT-3.5,210,1972,Java,"[-0.002739694631600287, -0.0003477728314464912, -0.002852112054824829, -0.000714324734872207]","[-0.002099032251862809, -0.0016589359875069931, -0.0019851811521220952, -0.00305132036737632]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0016120901152607,-0.0023892493720632
b967cd10,https://chat.openai.com/share/db235ad2-b71b-4835-9196-2bfdeaf5243e,Troubleshooting,GPT-3.5,1511,2756,Python,"[-4.9022411985788494e-05, -0.00030403347045648843, -5.8652934967540205e-05, -0.00029592716600745916, 1.8500832084100693e-05]","[-0.0012217786570545286, 0.999657492757251, -0.008488093691994436, 0.0010753619062597863, 0.006019638654834125]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral']",-0.0001079954086036,0.0994782853979555
b8f85c8d,https://chat.openai.com/share/433aae7b-b61f-4af1-8a76-691fd74605d6,Troubleshooting,GPT-4,1171,2534,Python,"[-0.9963974029014935, -0.00041485531255602837, -0.0002159593132091686, -0.00010400313476566225, -0.0002444711863063276]","[-8.120988786686212e-05, -0.00017264830239582807, -5.7239980378653854e-05, -0.00021915890101809055, -0.00047651594286435284]","['Negative', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.1969968096189989,-0.0002491137662375
b8508e91,https://chat.openai.com/share/bdd1a777-5b28-4177-b330-6e6993c97a67,Ideation,GPT-4,269,3540,C#,"[-5.277902528177947e-05, 3.391053178347647e-05, -0.00018245052342535928, -2.9751368856523186e-05, 0.0008423072940786369]","[-0.00012583279749378562, -8.197590068448335e-05, -0.00016666353621985763, -9.191768185701221e-05, -0.0001811642578104511]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",0.0002400516773995,-0.0001384573782015
b7e8852d,https://chat.openai.com/share/d8c0a9f5-b106-4f18-a3d3-cff3dca4873c,Ideation,GPT-3.5,14,625,Python,[-5.649210652336478e-05],[-0.00010241386917186901],['Neutral'],['Neutral'],-5.649210652336478e-05,-0.0001024138691718
b7e6b067,https://chat.openai.com/share/2385cac0-318c-4fa9-b926-a900a21743de,Refractoring,GPT-3.5,378,349,Python,[-0.004993765745894052],[0.01946479563775938],['Neutral'],['Neutral'],-0.004993765745894,0.0194647956377593
b76fff71,https://chat.openai.com/share/d9f470d2-2a67-4b4e-ab66-608e75e22f7d,Understanding,GPT-3.5,280,1146,Python,"[-0.00023749018873786554, -1.797715958673507e-05, 0.999701466607803]","[-0.00019606413843575865, 0.0033557463175384328, 0.48297157426713966]","['Neutral', 'Neutral', 'Positive']","['Neutral', 'Neutral', 'Neutral']",0.4997868664668203,0.2422757076783455
b6e4b742,https://chat.openai.com/share/f3ab7787-adff-410f-9ef2-576ba5c1f4f4,Synthesis,GPT-4,94,2699,Python,"[5.3385403589345515e-05, -9.286642307415605e-05]","[-3.461916639935225e-05, -0.00028224058041814715]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-4.411581418632219e-05,-0.0001997001090785
b6d2a42e,https://chat.openai.com/share/17bc4206-8b9d-48bc-8e41-a9185fe8baad,Synthesis,GPT-3.5,43,588,TypeScript,"[-5.9341429732739925e-05, -0.00010493493755348027, -7.58482055971399e-05]","[2.2367050405591726e-05, 0.0007393516789306886, 0.00013001404295209795]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-7.8993194620125e-05,0.0002554367038101
b61a9631,https://chat.openai.com/share/4d816a9a-67c0-4a14-9f0c-eca6a4da3a2b,Understanding,GPT-4-PLUGINS,851,8522,Python,"[-0.00034446387144271284, -0.002367140114074573, -0.00043119112524436787, -0.002242250629933551, -0.0003306332801003009, -0.000321734587487299, -0.0008563558294554241, -0.0010905754315899685, -0.00023265094205271453, -0.0024046944090514444, -0.003687349431857001, -0.0007866714877309278, -0.0006034586476744153, -0.0012852243598899804, -0.0020186663459753618, -0.00045409869926515967]","[-0.0009053124667843804, -0.0009053124667843804, -0.0010059313717647456, -0.001449278526706621, -0.00119311228627339, -0.00119311228627339, -0.00119311228627339, -0.00119311228627339, -0.00119311228627339, -0.0011460494861239567, -0.0013040974226896651, -0.0007558193319709972, -0.001146461785538122, -0.0008174517643055879, -0.0008903518828446977, -0.0007210336552816443]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0011326064198937,-0.0009936402034521
b57f74ae,https://chat.openai.com/share/034bdfc3-ce8d-42f7-9d60-884925a75145,Troubleshooting,GPT-4,674,762,C++,[-0.14701265921758022],[-0.0003781689956667833],['Neutral'],['Neutral'],-0.1470126592175802,-0.0003781689956667
b5237057,https://chat.openai.com/share/c148dafe-6660-44e3-8fc6-f1bfb3e7e03d,Refractoring,GPT-3.5,125,260,Python,[-0.9214001408909098],[0.00015639086632290855],['Negative'],['Neutral'],-0.9214001408909098,0.0001563908663229
b4dfa310,https://chat.openai.com/share/ad1ce898-ed78-4638-bfdf-ed5c757d6e07,Understanding,GPT-4,25,368,TypeScript,[-4.0726037696003914e-05],[-0.00016357320419047028],['Neutral'],['Neutral'],-4.072603769600392e-05,-0.0001635732041904
b37aa167,https://chat.openai.com/share/4bea6d17-2817-454e-94ad-04bd2e9f0c8d,Synthesis,GPT-3.5,1444,1134,JavaScript,"[-0.00023204814351629466, 1.0381590982433408e-05]","[-1.660711131989956e-05, 2.8384783945512027e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-7.042832051714262e-05,1.338748552370816e-05
b30ab787,https://chat.openai.com/share/d51da5f1-ab2d-4768-9101-d7fb349098f9,Synthesis,GPT-3.5,335,880,Java,"[-0.00021891843061894178, 0.0001296715417993255, -1.9105449609924108e-05]","[2.1557752916123718e-05, 0.00013325902546057478, -2.2936190362088382e-05]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-3.1864447009866126e-05,2.7236099413130432e-05
b2b9737e,https://chat.openai.com/share/64ccde15-fcd1-424c-a98b-dfbf50f81ce1,Synthesis,GPT-3.5,201,3446,JavaScript,"[-2.2148335119709373e-05, -1.582709955982864e-05, -3.0875780794303864e-05, -8.833339961711317e-06, 1.7034733900800347e-05]","[0.0005677482549799606, 0.00028275372460484505, 0.0004026567257824354, 0.00010730372741818428, 9.897039126371965e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-6.797059653269383e-06,0.0002565623486858
b21f5d8a,https://chat.openai.com/share/2419df9d-3159-4225-b719-7682f82d0768,Ideation,GPT-4-CODE-INTERPRETER,102,120,Java,"[-4.324968904256821e-05, 0.9966910119837848]","[3.9889971958473325e-05, 1.348910154774785e-05]","['Neutral', 'Positive']","['Neutral', 'Neutral']",0.6644462580928424,2.2289391684656344e-05
b0954ede,https://chat.openai.com/share/dc460461-5653-44b6-b996-3e00ace11f98,Refractoring,GPT-3.5,90,121,Python,[-0.0005840328230988234],[0.05057978905097116],['Neutral'],['Neutral'],-0.0005840328230988,0.0505797890509711
af94bb8c,https://chat.openai.com/share/d4f3ace0-7e36-4a40-bad3-4d70b356c476,Synthesis,GPT-4,778,5929,TypeScript,"[-0.0001623074131202884, -0.0002792422965285368, -1.489177520852536e-05, -3.6880366678815335e-05, -7.320541772060096e-05, -0.00019573115423554555, 2.8487920644693077e-06, -8.94780969247222e-05, 5.503782449522987e-05, -9.166105883195996e-06, 0.00010535051842452958, -0.3622091541910777, -2.8457929147407413e-05, -1.6906116798054427e-05]","[2.0156585378572345e-06, -6.281676178332418e-05, -2.390932058915496e-05, 0.00010445065709063783, -2.5865956558845937e-05, -4.066677502123639e-05, 7.374081906164065e-05, 8.372326556127518e-05, 0.00017551725613884628, -1.5659607015550137e-05, 0.0012107834336347878, -0.0003156641614623368, 0.04304210361442529, -6.408090121112764e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0363175227681164,0.005056094158041
add28b14,https://chat.openai.com/share/6e8b7c33-f160-40ef-8446-b9ef2de82c8d,Troubleshooting,GPT-4,94,1569,Python,"[-0.003031650383491069, -0.0023384110536426306]","[-0.0011718324458342977, -0.001638093774090521]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0025694908302587,-0.0014826733313384
ac91fdf8,https://chat.openai.com/share/245724e7-0a3c-4001-9fef-fb72c4a4acc6,Synthesis,GPT-3.5,8,705,JavaScript,[-3.0036324460525066e-05],[-0.00010297837434336543],['Neutral'],['Neutral'],-3.0036324460525066e-05,-0.0001029783743433
a9867bdb,https://chat.openai.com/share/69db5478-225a-450e-b8fb-fea7c37fcc7e,Other,GPT-3.5,22442,21057,TypeScript,"[8.406381675740704e-05, 5.216029967414215e-05, -1.4198085409589112e-05, -0.00018831784836947918, -0.00018831784836947918, -5.920292460359633e-05, 0.00024136833962984383, -1.4552395441569388e-05, 1.977606734726578e-05, 3.7458419683389366e-05, 0.00010312441736459732, -6.465596379712224e-05, -0.00010038721666205674, -8.259812602773309e-06, -4.101486410945654e-05, -7.031977293081582e-05, -6.324178684735671e-05, 6.899842992424965e-05, -2.7141577447764575e-05, 0.9993650816468289, 0.00010351233504479751, 6.729667802574113e-05, -7.930541323730722e-05, -6.663167005172e-05, -3.35500153596513e-05, -5.1194365369156e-06, -0.00017337366443825886, 6.198046321514994e-06, -5.117627733852714e-05, 4.9332586058881134e-05, -0.0001123814145103097, 0.0005438248917926103, 0.00045180003507994115, 1.2397795217111707e-06]","[-2.9333357815630734e-05, 0.9996620993915712, 0.00015542694018222392, -1.1020791134797037e-05, -0.0001188793103210628, -1.4190751244314015e-05, -7.704320159973577e-05, 0.0001600054165464826, 0.0004376865836093202, -3.4993769077118486e-05, -2.3253051040228456e-05, 3.854205715470016e-06, 0.00018717316561378539, 0.9987433263813728, -3.904054028680548e-05, -0.00010599941742839292, 6.497636059066281e-05, -6.522047624457628e-05, 1.2397795217111707e-06, 0.00026184475427726284, 0.001143540626799222, 0.00012458982382668182, 8.8267850514967e-05, 0.0001416337618138641, 4.6340479457285255e-05, -1.6815378330647945e-05, -5.6364384363405406e-05, 2.040353137999773e-05, -0.00013626286818180233, -0.00013626286818180233, 0.0008701353217475116, 0.0009828665715758689, 0.002972788002807647, 0.0005728808100684546]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",0.0251036775419296,0.0266058559595796
a9235595,https://chat.openai.com/share/42db1717-01c6-4bf8-856b-fb8b190f90a8,Ideation,GPT-4-GIZMO,101,1519,C++,"[-3.190801362507045e-05, -7.577546057291329e-07, -1.0568444849923253e-05, 0.00014193966489983723, 0.9988743066278403]","[0.03363795063341968, 0.0002892518095904961, 0.0002892518095904961, 0.0002892518095904961, 0.0005711684352718294]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",0.332981701004035,0.0069706213166851
a8124f6d,https://chat.openai.com/share/cd35a451-f3c4-4bee-a362-ac011bc64d3f,Troubleshooting,GPT-4,78,378,Python,[-0.002432359975500731],[-0.0001312300591962412],['Neutral'],['Neutral'],-0.0024323599755007,-0.0001312300591962
a7847f69,https://chat.openai.com/share/94a7fa2d-5f73-4f9f-b2ba-681ed324ae35,Understanding,GPT-4,436,524,C++,[-0.00021869788179174066],[-9.107984078582376e-05],['Neutral'],['Neutral'],-0.0002186978817917,-9.107984078582376e-05
a5681a22,https://chat.openai.com/share/b6046273-519f-4e13-a763-fe38d2c0aeae,Refractoring,GPT-3.5,169,584,Python,"[-0.000121522847621236, 8.2577251305338e-05]","[-0.00038001174107193947, -0.00038001174107193947]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",1.4543884996479987e-05,-0.0003800117410719
a468f742,https://chat.openai.com/share/7569c1ee-048f-49d8-bd53-80076f4c62a0,Synthesis,GPT-4,316,1677,TypeScript,"[2.0089559257030487e-05, -0.0007063609809847549, -0.008773041619861033, -1.9044411601498723e-05]","[0.0006638024060521275, -7.167337025748566e-05, -0.0002687548621906899, 1.925979449879378e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0022105243898695,7.626310526393351e-05
a3566b36,https://chat.openai.com/share/44f23178-9ba0-4f32-bbc3-ea16d39ea7ff,Troubleshooting,GPT-4,492,898,Python,"[-0.0007641975826118141, -0.0001973422258743085]","[-2.399953518761322e-05, -9.927263454301283e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0003862940114534,-7.418160142454629e-05
a2a244b1,https://chat.openai.com/share/452fcec7-ae51-49ab-9e0e-b22bd9c0e059,Troubleshooting,GPT-4,188,810,TypeScript,"[-0.9994182979862671, -0.9994535909791011, -0.000108182335679885]","[-0.00022248029563343152, -0.00011808952694991603, 7.288386404979974e-05]","['Negative', 'Negative', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.499772063409182,-4.870052362093702e-05
a1fbbac3,https://chat.openai.com/share/a603b72c-7a2c-4ada-a6b4-d5942845abc8,Refractoring,GPT-4,134,414,Python,[-7.476758764823899e-05],[-7.497100159525871e-05],['Neutral'],['Neutral'],-7.476758764823899e-05,-7.497100159525871e-05
a17bfdde,https://chat.openai.com/share/a3622816-ce00-455e-a178-a75791555e5a,Synthesis,GPT-4,3740,1912,JavaScript,"[-8.231012907344848e-05, 0.030164747702656314, -0.0004033773220726289, -0.00021056761761428788]","[3.8420264900196344e-05, 0.9436975689022802, 3.0119394068606198e-05, 1.5507546777371317e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Positive', 'Neutral', 'Neutral']",0.0041449070769594,0.1359141803724342
a13b5b3c,https://chat.openai.com/share/e9f1388e-d789-4c41-9637-2f4ffe5d4cb1,Ideation,GPT-4,559,1525,C#,"[-0.0004032821234432049, -0.9907027902445407]","[-1.4343677321448922e-05, -0.00018970763630932197]","['Neutral', 'Negative']","['Neutral', 'Neutral']",-0.6606029542041748,-0.0001312529833133
9d2b7d68,https://chat.openai.com/share/dda1e1e2-f52f-49c1-ac2e-ece2f0488cb7,Ideation,GPT-4,59,1726,Python,"[-1.9503080693539232e-05, 0.0003628084232332185, 5.9393642004579306e-05]","[-0.0001283641904592514, -0.00012489026266848668, -5.004677950637415e-05]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",0.0001155231566372,-8.83370030351216e-05
9ce3c858,https://chat.openai.com/share/0dbf00c3-3feb-423c-98aa-7a4cca89023c,Synthesis,GPT-4,173,615,Python,[-0.0002988435298902914],[-0.00019570565200410783],['Neutral'],['Neutral'],-0.0002988435298902,-0.0001957056520041
9c16041e,https://chat.openai.com/share/b45c5ded-c374-416d-9ddf-37ad568fd595,Refractoring,GPT-3.5,342,607,Python,"[0.9682040763436817, -0.0004562481553875841, 0.9996449598838808]","[0.06984694598941132, 8.882838301360607e-06, 0.999711232710979]","['Positive', 'Neutral', 'Positive']","['Neutral', 'Neutral', 'Positive']",0.7417594369890139,0.5173195735624176
9a0d7272,https://chat.openai.com/share/883c83e4-b18d-42fc-b7a4-7a14b799117b,Troubleshooting,GPT-4,1177,10452,Java,"[-9.387731552124023e-05, -0.0002953929506475106, -0.0008376439946005121, -0.0006644085151492618, -0.0003421641085878946, -0.0011063341007684357, -0.0003605185047490522, -0.0005170052681933157, -0.0010702139261411503, -0.0002633763069752604, -0.0009403094445588067, -0.0008991122158477083, -0.0002478028618497774]","[-0.0001724656904116273, -0.001351343460555654, -0.0008634236000943929, -0.0008634236000943929, -0.0008634236000943929, -0.0010782561366795562, -0.0010782561366795562, -0.0010782561366795562, -0.0010782561366795562, -0.0007810918687027879, -0.0007810918687027879, -0.0007810918687027879, -0.0007810918687027879]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0005447917731275,-0.0007830246109616
99e62425,https://chat.openai.com/share/5c278e14-8e99-4a46-b287-23837601e73e,Other,GPT-3.5,571,1955,Python,"[0.9984325073091895, 1.6548845451325178e-05, -1.699574204394594e-05, 6.901012966409326e-06]","[3.7541394704021513e-06, 0.9857018743350636, -3.07642767438665e-05, 0.7705604197690263]","['Positive', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Positive', 'Neutral', 'Positive']",0.2156624860396259,0.4501586652795667
98737a70,https://chat.openai.com/share/fed82128-5e4b-449b-abfe-925c21449285,Synthesis,GPT-3.5,510,5308,JavaScript,"[-0.00014883180847391486, -0.00043271403410471976, -1.2372489436529577e-05, -6.788392784073949e-05]","[-0.00023081677500158548, -1.759891165420413e-05, -4.046616959385574e-05, -0.00011691750842146575]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0001245814601425,-0.0001088695507496
